question_id,topk_mass,neg_entropy,neg_logprob_var,is_correct,fault_type,is_faulty
gsm8k_0,0.9951885613338977,-0.2991634881377955,-11.907568124084884,True,clean,False
gsm8k_0,0.9958032029870942,-0.30777038460881595,-13.358229074604507,True,clean,False
gsm8k_0,0.9957143972877539,-0.31715661289234365,-13.276678368219134,True,clean,False
gsm8k_0,0.9957557164971402,-0.3144777912836642,-11.087760968977749,True,clean,False
gsm8k_0,0.9970615743871838,-0.2352781153989957,-10.491741214188263,True,clean,False
gsm8k_0,0.9948623191582007,-0.3201625650026876,-12.928880044616712,True,clean,False
gsm8k_0,0.9917050222962104,-0.3617810614123922,-11.410996049822865,True,clean,False
gsm8k_1,0.9930703816701273,-0.3597018600717933,-10.625141014232907,True,clean,False
gsm8k_1,0.9930964503845331,-0.38317323864427805,-10.148027710173606,True,clean,False
gsm8k_1,0.9941972254119343,-0.35862155838201065,-11.799329836228099,True,clean,False
gsm8k_1,0.996474641243763,-0.33617346471253784,-11.536142837364588,True,clean,False
gsm8k_1,0.9925083044467773,-0.3992282735551506,-9.673035425543066,True,clean,False
gsm8k_1,0.9935494978512948,-0.36494816994628615,-10.332052610752308,True,clean,False
gsm8k_1,0.9951097891090785,-0.3460124100195941,-11.66380566781584,True,clean,False
gsm8k_2,0.9938638510613189,-0.3320344295279642,-12.06414156108809,True,clean,False
gsm8k_2,0.9818786444911318,-0.4252172169925026,-12.019934965482795,True,clean,False
gsm8k_2,0.9890801474772104,-0.3826170860394167,-11.741225988218003,True,clean,False
gsm8k_2,0.9859404649383249,-0.3946939427306098,-12.477862933984712,False,clean,False
gsm8k_2,0.9922003019341611,-0.3664490459660335,-12.452375754456597,False,clean,False
gsm8k_2,0.9896805926728679,-0.32740065132185514,-10.837622130396047,False,clean,False
gsm8k_2,0.9679904611529567,-0.3814543927565973,-10.943025176884682,False,clean,False
gsm8k_3,0.9910838411226786,-0.38392409049543946,-10.010059340290157,True,clean,False
gsm8k_3,0.9964845462335021,-0.29968694154489506,-12.392466057352548,True,clean,False
gsm8k_3,0.9959037168763207,-0.28146126327809645,-13.995484962214842,True,clean,False
gsm8k_3,0.996196080026365,-0.3324831484544678,-11.71307721326105,True,clean,False
gsm8k_3,0.9955063510940482,-0.3011494590805063,-12.389400190269685,True,clean,False
gsm8k_3,0.9982484620977964,-0.24623521547874513,-11.761758402329283,True,clean,False
gsm8k_3,0.9951737379280938,-0.30263496455932504,-11.10495333182005,True,clean,False
gsm8k_4,0.9939707178043591,-0.2816776831574888,-11.695345816192603,True,clean,False
gsm8k_4,0.9951191244564781,-0.20665181640132008,-7.891889474914589,False,clean,False
gsm8k_4,0.9887220329703865,-0.42492813686121195,-8.131764023202827,False,clean,False
gsm8k_4,0.9942253311742126,-0.3611675607594829,-9.390231772941053,True,clean,False
gsm8k_4,0.9929984725645943,-0.34706372708370936,-9.040172212187949,True,clean,False
gsm8k_4,0.9912514625194124,-0.3525716682010587,-9.680656137087347,False,clean,False
gsm8k_4,0.9716798964368006,-0.5201898090266944,-8.164347356126603,False,clean,False
gsm8k_5,0.9794639439842119,-0.4793571533789979,-8.534298876569732,False,clean,False
gsm8k_5,0.9930786988753807,-0.2883061489468055,-9.772968931263716,False,clean,False
gsm8k_5,0.9897599149355627,-0.39382323910585415,-9.459824648696873,False,clean,False
gsm8k_5,0.9915069920152039,-0.34931451090058074,-10.005939446286192,False,clean,False
gsm8k_5,0.9648639835404724,-0.4382005976524426,-7.784346014153281,False,clean,False
gsm8k_5,0.9711665848515946,-0.5282871991306219,-7.595009261973526,True,clean,False
gsm8k_5,0.9945434730348276,-0.3725037837645681,-10.449398204334353,False,clean,False
gsm8k_6,0.99791489167963,-0.15895220242149627,-9.555173283358334,True,clean,False
gsm8k_6,0.9958109562607672,-0.246221373092003,-11.880108414131907,True,clean,False
gsm8k_6,0.9983977054540244,-0.2251851849914487,-12.036934338165507,True,clean,False
gsm8k_6,0.9982478360153593,-0.2321673393490261,-10.534739542423944,True,clean,False
gsm8k_6,0.9937085132848623,-0.2946357941594507,-11.75958549142224,True,clean,False
gsm8k_6,0.9975205891935018,-0.17877247271692276,-11.72197274952604,True,clean,False
gsm8k_6,0.9976370955242045,-0.19964007435287012,-11.282156530476808,True,clean,False
gsm8k_7,0.9875400397132228,-0.3878201753855784,-9.069386649293673,False,clean,False
gsm8k_7,0.9958404687448207,-0.24493108761188023,-8.776927132487822,False,clean,False
gsm8k_7,0.9891503697704241,-0.35514776027278044,-8.367685176323002,False,clean,False
gsm8k_7,0.9801285242819813,-0.44157493454284036,-7.628341439097419,False,clean,False
gsm8k_7,0.983445788014113,-0.3765218240735484,-8.290899849146768,False,clean,False
gsm8k_7,0.9819789258009152,-0.44692213189169394,-8.29148762181587,False,clean,False
gsm8k_7,0.9886628207976954,-0.372646778933778,-9.4927533822256,True,clean,False
gsm8k_8,0.9720243242544948,-0.4015126842475436,-9.624329601265664,False,clean,False
gsm8k_8,0.9863300276802092,-0.374699416023286,-11.937309264860263,False,clean,False
gsm8k_8,0.9688394118462945,-0.4837982405921281,-8.71871034080636,False,clean,False
gsm8k_8,0.9355992440238744,-0.5423296650674956,-7.782544905021305,False,clean,False
gsm8k_8,0.9848793332802304,-0.3771670346419372,-11.075404823395298,False,clean,False
gsm8k_8,0.9867167195225746,-0.3373582676994678,-9.625676022291906,False,clean,False
gsm8k_8,0.9743923740266475,-0.40844290290726964,-9.28655106178901,False,clean,False
gsm8k_9,0.9990495036367799,-0.14677340199937267,-9.609443817174702,True,clean,False
gsm8k_9,0.9986015571179478,-0.1986036673878877,-10.605205701037434,True,clean,False
gsm8k_9,0.9981165395380474,-0.20623914958666564,-12.30551482630296,True,clean,False
gsm8k_9,0.9966059552678843,-0.23900149642826024,-11.636425274979539,True,clean,False
gsm8k_9,0.9982612374597042,-0.16837996207598327,-10.976353599960678,True,clean,False
gsm8k_9,0.9995254992916333,-0.14278212826359835,-10.63436505786934,True,clean,False
gsm8k_9,0.9980623680367481,-0.17881239996317286,-10.383066977349353,True,clean,False
gsm8k_10,0.9947667134101688,-0.25965036622541426,-11.529730839888451,True,clean,False
gsm8k_10,0.9968296495561716,-0.23100561034082998,-11.172091948703265,True,clean,False
gsm8k_10,0.9976554281468492,-0.1802929211341317,-11.781395941223183,True,clean,False
gsm8k_10,0.9955147148487477,-0.23593453072357898,-11.538207227689929,True,clean,False
gsm8k_10,0.998829998948181,-0.21857595880791353,-12.438232873178414,True,clean,False
gsm8k_10,0.9954752433725722,-0.22483736169252827,-10.592706547023628,True,clean,False
gsm8k_10,0.9980168332530411,-0.1994348594242741,-10.603067974863817,True,clean,False
gsm8k_11,0.9996753718666861,-0.08634475340101978,-8.149331795815371,True,clean,False
gsm8k_11,0.9987837280356571,-0.1195220362457393,-8.791198714400865,True,clean,False
gsm8k_11,0.9979986318543115,-0.17670074052307794,-10.15319566178864,True,clean,False
gsm8k_11,0.9994407052380163,-0.11507308035317272,-8.571187678602671,True,clean,False
gsm8k_11,0.9986671895144287,-0.1636793937890931,-10.62408431738476,True,clean,False
gsm8k_11,0.9988877673556315,-0.14524873777305897,-10.444533653268095,True,clean,False
gsm8k_11,0.9986620141820958,-0.16283768159366643,-10.951480943974568,True,clean,False
gsm8k_12,0.992610374791479,-0.3003331253169221,-8.614345543684323,False,clean,False
gsm8k_12,0.9868391070499821,-0.40478870593483934,-11.283510310361885,True,clean,False
gsm8k_12,0.9935068825702379,-0.3872250781666414,-10.009569278706003,False,clean,False
gsm8k_12,0.9735720396809121,-0.4190749126437766,-10.777802658067639,False,clean,False
gsm8k_12,0.9939867170053319,-0.30226162164859705,-12.19231079699114,False,clean,False
gsm8k_12,0.9952086972989173,-0.3614818586886648,-12.486742065780149,False,clean,False
gsm8k_12,0.990217628178236,-0.3254374880932544,-13.215421631410571,True,clean,False
gsm8k_13,0.9916478750590961,-0.2780645072692862,-10.208881086998462,False,clean,False
gsm8k_13,0.9752525828520494,-0.36444993495140093,-8.920158215137445,True,clean,False
gsm8k_13,0.9944711762176685,-0.275681123024969,-12.213022238071849,True,clean,False
gsm8k_13,0.9913693909558395,-0.30348209010185273,-10.325479353694844,False,clean,False
gsm8k_13,0.9901202275833454,-0.3344703303037239,-10.008263348104272,True,clean,False
gsm8k_13,0.9489849902557744,-0.5689436850584814,-6.068280135943221,False,clean,False
gsm8k_13,0.9923008481191925,-0.25919235997698664,-10.590517106403947,True,clean,False
gsm8k_14,0.998072693479496,-0.18505185348128658,-9.563873825461814,True,clean,False
gsm8k_14,0.9970825045574809,-0.19298819266658623,-10.522941541666185,True,clean,False
gsm8k_14,0.9956516648305469,-0.23587640714577812,-9.883387670023199,True,clean,False
