question_id,topk_mass,neg_entropy,neg_logprob_var,is_correct,fault_type,is_faulty
gsm8k_0,0.9988820866147373,-0.16935197470888166,-21.419985050057104,True,clean,False
gsm8k_0,0.9967375303125275,-0.25498072057417065,-21.90953672873658,True,clean,False
gsm8k_0,0.9980728842369749,-0.17840827294122646,-19.105078632585336,True,clean,False
gsm8k_0,0.9966782993890728,-0.22575034737617675,-22.673977614704334,True,clean,False
gsm8k_0,0.9976770204128863,-0.21176838438629547,-21.13086823715202,True,clean,False
gsm8k_0,0.9963400745320387,-0.2831045419390416,-18.621458877940658,True,clean,False
gsm8k_0,0.998693135819455,-0.18297021045222778,-21.923229262722895,True,clean,False
gsm8k_1,0.999460164091663,-0.1664962116186352,-20.472255895712085,True,clean,False
gsm8k_1,0.9993314798312045,-0.16202756450199587,-18.92460480169022,True,clean,False
gsm8k_1,0.9996637495436325,-0.17562845923953685,-19.209146780430117,True,clean,False
gsm8k_1,0.9988671441842023,-0.1827942911548375,-22.813937141222947,True,clean,False
gsm8k_1,0.9993590896943765,-0.18125820309611138,-21.31771083808398,True,clean,False
gsm8k_1,0.9995201274140754,-0.1515620767439796,-22.54540528186179,True,clean,False
gsm8k_1,0.9986590891905252,-0.19830108409680675,-22.184712438918776,True,clean,False
gsm8k_2,0.9976476796418524,-0.17099250533042742,-28.69085609534303,True,clean,False
gsm8k_2,0.9963833516343064,-0.21843146549851694,-26.113904259595873,True,clean,False
gsm8k_2,0.9977047406392799,-0.172980597809675,-29.259988841844383,True,clean,False
gsm8k_2,0.9979248928384115,-0.1703242258186047,-23.014986173371113,True,clean,False
gsm8k_2,0.9980068467544383,-0.16952969209465038,-25.83546156109456,False,clean,False
gsm8k_2,0.9984337725120568,-0.13828992304322338,-26.345559640314804,True,clean,False
gsm8k_2,0.9976946848231709,-0.1539620858982464,-25.372636129900556,False,clean,False
gsm8k_3,0.9991681328991892,-0.14253627421576945,-21.317934153828418,True,clean,False
gsm8k_3,0.9991370137337443,-0.1829826729369428,-25.80645683537967,True,clean,False
gsm8k_3,0.9994749328682311,-0.18621104157574866,-22.35085400158961,True,clean,False
gsm8k_3,0.999309132110397,-0.1348068855304429,-21.51103451630676,True,clean,False
gsm8k_3,0.9989998216961392,-0.18274044888679158,-23.072789616381304,True,clean,False
gsm8k_3,0.999410346624815,-0.16457986683947864,-24.52192898032984,True,clean,False
gsm8k_3,0.9995285896286988,-0.15558336018618973,-23.221482913141877,True,clean,False
gsm8k_4,0.9984718744540113,-0.1709653490556217,-21.331771093430344,True,clean,False
gsm8k_4,0.9990665116617709,-0.16678816469621918,-21.17413665051892,True,clean,False
gsm8k_4,0.9986703277520713,-0.19574060402819082,-17.917690938701156,True,clean,False
gsm8k_4,0.9985249247557924,-0.17374499565767523,-21.854229800539503,True,clean,False
gsm8k_4,0.9987783843894502,-0.1548634502435298,-21.244854426817287,True,clean,False
gsm8k_4,0.997318575322412,-0.1815840917695532,-20.631240797208722,True,clean,False
gsm8k_4,0.998322706969706,-0.17197223966962377,-19.820281484393405,True,clean,False
gsm8k_5,0.995424311398722,-0.21370038378863826,-21.86362978244677,False,clean,False
gsm8k_5,0.9953309638232781,-0.22903236161119012,-21.837381156953654,False,clean,False
gsm8k_5,0.9953021437172181,-0.27000018958859623,-20.544137153881824,False,clean,False
